Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Theft,20160099,37,01/14/2016 - 9:00pm,1/14/2016,430 COMPLEX DR,TBUT OR DISP BICYCLE U/$500,No,Open,430 COMPLEX DR,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029363,-84.505258,38.029363,-84.505258,38,-85
Harassment,CSA20160054,37,01/14/2016 - 1:37pm,1/14/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160055,37,01/14/2016 - 6:00pm,1/14/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160056,37,01/15/2016 - 8:30pm,1/14/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Liquor Law Violation,CSA20160057,37,01/14/2016 - 10:05pm,1/14/2016,685 SPORTS CENTER DR,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL x5,No,Closed - CSA,685 SPORTS CENTER DR,Woodland Glen III,Woodland Glen III,181,181,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,0.003257,0.001375,0.003257,0.001375,0,0
Theft,20160095,37,12/02/2015 - 5:43pm,1/15/2016,1000 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Alcohol Intoxication,20160100,37,01/15/2016 - 12:15am,1/15/2016,JERSEY ST PARKING LOT,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR> OFF IN 12 MONTHS,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20160101,37,01/15/2016 - 12:16am,1/15/2016,E MAXWELL ST AND MARTIN LUTHER KING BLVD,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Liquor Law Violation,20160102,37,01/15/2016 - 1:00am,1/15/2016,SOUTH LIMESTONE & ADMINISTRATION DR,POSSESSION OF OPEN CONTAINER IN A MOTOR VEHICLE; PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,No,Closed,,,,,,,,,,,,,,,,,,,
DUI,20160103,37,01/15/2016 - 12:50am,1/15/2016,150 HOSPITAL DR,CARELESS DRIVING; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08 (AGG CIRCUM) 1ST OFF,No,Cleared By Arrest,150 HOSPITAL DR,Greenhouse No 12,Greenhouse No 12,164,164,Lexington,Lexington,0,0,KY,KY,40546,40546,38.0316,-84.508214,38.0316,-84.508214,38,-85
DUI,20160105,37,01/15/2016 - 2:59am,1/15/2016,JERSEY ST PARKING LOT,RECKLESS DRIVING; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20160107,37,01/14/2016 - 8:00am,1/15/2016,740 SOUTH LIMESTONE ST,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,740 SOUTH LIMESTONE ST,Kentucky Clinic,Kentucky Clinic,284,284,Lexington,Lexington,0,0,KY,KY,40536,40536,38.033829,-84.507915,38.033829,-84.507915,38,-85
Assault,20160108,37,01/15/2016 - 9:30am,1/15/2016,310 SOUTH LIMESTONE ST,ASSAULT 3RD - DEPT OF SOCIAL SERVICE WORKER/F,No,Closed,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20160109,37,01/15/2016 - 12:00pm,1/15/2016,1135 RED MILE PL,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed,1135 RED MILE PL,Polk Dalton Family Care Clinic,Polk Dalton Family Care Clinic,9486,9486,Lexington,Lexington,98,98,KY,KY,40504,40504,,,,,,
Criminal Trespass,20160117,37,01/15/2016 - 10:12pm,1/15/2016,310 SOUTH LIMESTONE ST,CRIMINAL TRESPASSING 3RD DEGREE,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Drug Violations,20160118,37,01/15/2016 - 11:30pm,1/15/2016,310 SOUTH LIMESTONE ST,POSS OF MARIJUANA/M,No,Citation issued,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Alcohol Intoxication,20168639,37,01/15/2016 - 2:15pm,1/15/2016,SOUTH LIMESTONE ST/EAST MAXWELL ST,"ALCOHOL INTOX IN A PUBLIC PLACE-3RD OR > OFF W/12 MO/M, BEGGING OR SOLICITING ALMS OR MONEY PROHIBITED",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Harassing Communications,CSA20160058,37,01/14/2016 - 10:00am,1/15/2016,703 SPORTS CENTER DR,HARASSING COMMUNICATIONS,No,Closed - CSA,703 SPORTS CENTER DR,Woodland Glen IV,Woodland Glen IV,186,186,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,0.001663,0.000379,0.001663,0.000379,0,0
Terroristic Threatening,CSA20160059,37,01/15/2016 - 12:36pm,1/15/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160060,37,01/15/2016 - 6:54pm,1/15/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20160061,37,01/15/2016 - 6:50pm,1/15/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160120,37,01/16/2016 - 7:45am,1/16/2016,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Disorderly Conduct,20160119,37,01/16/2016 - 2:33am,1/16/2016,333 SOUTH LIMESTONE ST,"DISORDERLY CONDUCT, 2ND DEGREE/M, CRIMINAL TRESPASSING - 3RD DEGREE, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Trespass,20160122,37,01/16/2016 - 6:58pm,1/16/2016,310 SOUTH LIMESTONE ST,CRIMINAL TRESPASSING - 3RD DEGREE,No,Closed,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Terroristic Threatening,CSA20160062,37,01/16/2016 - 9:30am,1/16/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160063,37,01/16/2016 - 2:56pm,1/16/2016,1350 BULL LEA RD,ASSAULT,No,,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160064,37,01/16/2016 - 3:14pm,1/16/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160065,37,01/16/2016 - 7:18pm,1/16/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Sex Offenses,201601384,37,01/16/2016 - 2:00am,1/16/2016,PARK AVE,SEXUAL ASSAULT - CASE REPORTED TO LEXINGTON POLICE DEPARTMENT FOR INVESTIGATION,Yes,Closed - Referred to Another Agency,,,,,,,,,,,,,,,,,,,
DUI,20160124,37,01/17/2016 - 2:09am,1/17/2016,ROSE ST/EUCLID AVE,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFFENSE/M, FAILURE TO ILLUMINATE HEAD LAMPS, CARELESS DRIVING",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20160128,37,01/13/2016 - 8:00am,1/17/2016,326 SOUTH MARTIN LUTHER KING BLVD,"THEFT OF LEGEND DRUG 1ST OFFENSE OR VALURE U/$300/F, TBUT OR DISP FROM BUILDING U/$500/M",Yes,Open,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20160125,37,01/17/2016 - 2:20am,1/17/2016,1500 COLLEGE WAY,CRIMINAL MISCHIEF 3RD DEGREE/M,No,Closed,1500 COLLEGE WAY,Hope Lodge (American Cancer Society),Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40502,40508,38.038245,-84.49868,0.015905,38.02234,0.012554,,0.012554,,0,
Drug Violations,20160131,37,01/17/2016 - 11:30pm,1/17/2016,COLUMBIA AVE/PENNSLYVANIA AVE,"POSS OF MARIJUANA/M, FAILURE TO PRODUCE INSURANCE CARD, FAILURE TO WEAR SEAT BELTS",No,Citation issued,,,,,,,,,,,,,,,,,,,
Assault,CSA20160066,37,01/17/2016 - 5:41am,1/17/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160067,37,01/17/2016 - 6:11pm,1/17/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160068,37,01/17/2016 - 6:11pm,1/17/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160069,37,01/17/2016 - 7:13pm,1/17/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160070,37,01/17/2016 - 7:13pm,1/17/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Liquor Law Violation,CSA20160071,37,01/18/2016 - 9:30pm,1/18/2016,685 SPORTS CENTER DR,POSSESSION OF OPEN CONTAINER IN A MOTOR VEHICLE; PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - CSA,685 SPORTS CENTER DR,Woodland Glen III,Woodland Glen III,181,181,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,0.003257,0.001375,0.003257,0.001375,0,0
Assault,CSA20160072,37,01/18/2016 - 2:15pm,1/18/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,20160134,37,01/18/2016 - 9:00pm,1/18/2016,1540 UNIVERSITY DR,"CRIMINAL MISCHIEF 3RD DEGREE/M, TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M",No,Open,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,CSA20160073,37,01/19/2016 - 6:22am,1/19/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160136,37,01/19/2016 - 9:00am,1/19/2016,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Theft,20160135,37,09/15/2016 - 8:00am,1/19/2016,1095 VETERANS DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Open,1095 VETERANS DR,Health Sciences Research Bldg,Health Sciences Research Bldg,305,305,Lexington,Lexington,0,0,KY,KY,40536,40536,38.028938,-84.506316,38.028938,-84.506316,38,-85
Theft,20160138,37,01/18/2016 - 11:30pm,1/19/2016,410 ROSE LN,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open,410 ROSE LN,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,507,507,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035564,-84.500087,38.035564,-84.500087,38,-85
Harassment,CSA20160074,37,01/19/2016 - 8:57am,1/19/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160075,37,01/19/2016 - 10:07am,1/19/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160076,37,01/19/2016 - 9:50am,1/19/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160077,37,01/19/2016 - 3:38pm,1/19/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160078,37,01/19/2016 - 5:21pm,1/19/2016,1350 BULL LEA RD,HARASSMENT - PHYSSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160079,37,01/19/2016 - 6:51am,1/19/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,20160139,37,01/19/2016 - 8:00pm,1/20/2016,1540 UNIVERSITY DR,CRIMINAL MISCHIEF 3RD DEGREE/M,No,Closed,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,CSA20160080,37,01/20/2016 - 1:31pm,1/20/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160081,37,01/20/2016 - 5:18pm,1/20/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20160140,37,01/21/2016 - 2:50am,1/21/2016,WEST MAXWELL ST/SOUTH MILL ST,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND/M, OPERATING ON SUSPENDED OR REVOKED OPERATORS LICENSE/M, DISREGARD TRAFFIC REGULATION - 1ST OFFENSE",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Harassment,20160142,37,01/21/2016 - 8:30am,1/21/2016,310 SOUTH LIMESTONE ST,HARASSMENT- PHYSICAL CONTACT - NO INJURY,No,Closed,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Harassing Communications,20160143,37,01/18/2016 - 8:00am,1/21/2016,800 ROSE ST,HARASSING COMMUNICATIONS/M,No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
All Other Offenses,20160149,37,01/21/2016 - 11:18pm,1/21/2016,WINNIE ST,"OPERATING ON SUSPENDED OR REVOKED OPERATORS LICENSE/M, FAILURE OF OWNER TO MAINTAIN REQUIRED INSURANCE/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
Assault,CSA20160085,37,01/21/2016 - 6:01pm,1/21/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160086,37,01/21/2016 - 6:23pm,1/21/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160087,37,01/21/2016 - 6:50pm,1/21/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160088,37,01/21/2016 - 8:34pm,1/21/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160089,37,01/21/2016 - 10:41pm,1/21/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160152,37,01/20/2016 - 11:00am,1/22/2016,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,740 SOUTH LIMESTONE ST,Kentucky Clinic,Kentucky Clinic,284,284,Lexington,Lexington,0,0,KY,KY,40536,40536,38.033829,-84.507915,38.033829,-84.507915,38,-85
Theft,20160154,37,01/18/2016 - 12:00pm,1/22/2016,1540 UNIVERSITY DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,20160150,37,01/22/2016 - 12:41am,1/22/2016,AVENUE OF CHAMPIONS AVE/SOUTH LIMESTONE ST,"FAILURE OF OWNER TO MAINTAIN REQUIRED INSURANCE/M, FAILURE TO REGISTER TRANSFER OF MOTOR VEHICLE/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
Theft,CSA20160084,37,01/22/2016 - 2:00am,1/22/2016,447 PENNSYLVANIA AVE,TBUT OR DISP FROM BUILDING U/$500,Yes,Closed - CSA,447 PENNSYLVANIA AVE,Sigma Chi Fraternity House,Sigma Chi Fraternity House,504,504,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034093,-84.499492,38.034093,-84.499492,38,-84
Terroristic Threatening,CSA20160090,37,01/22/2016 - 7:23pm,1/22/2016,1350 BULL LEA RD,"TERRORISTIC THREATENING, MENACING",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160091,37,01/22/2016 - 7:49pm,1/22/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160158,37,01/23/2016 - 12:30pm,1/23/2016,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Assault,20160159,37,01/23/2016 - 2:23pm,1/23/2016,LEXINGTON AVENUE,"ASSAULT, 4TH DEGREE (NO VISIBLE INJURY)/M, ASSAULT, 4TH DEGREE (MINOR INJURY)",No,Open,,,,,,,,,,,,,,,,,,,
All Other Offenses,20160156,37,01/23/2016 - 1:17am,1/23/2016,1540 UNIVERSITY DR,OPERATING ON SUS OR REV OPERATORS LICENSE/M,No,Citation issued,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,20160160,37,01/23/2016 - 10:24pm,1/23/2016,SOUTH LIMESTONE ST/MONTMULLIN ST,"OPERATING ON SUSPENDED OR REVOKED OPERATORS LICENSE/M, IMPROPER START FROM PARKED POSITION, FAILURE TO ILLUMINATE HEAD LAMPS, RECKLESS DRIVING",No,Citation issued,,,,,,,,,,,,,,,,,,,
All Other Offenses,CSA20160092,37,01/23/2016 - 9:29am,1/23/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20160093,37,01/23/2016 - 3:37pm,1/23/2016,1350 BULL LEA RD,"TERRORISTIC THREATENING, HARASSMENT - PHYSICAL CONTACT - NO INJURY",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160094,37,01/23/2016 - 9:18pm,1/23/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160095,37,01/23/2016 - 10:34pm,1/23/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
